CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
ARTH 140 (51538),Photography in the U.S.,"American Studies (Pathway), Beauty (Pathway), Justice and the Arts (Pathway), Values Science Technology (Pathway), Diversity",TR 03:50 PM - 5:30pm,DOWD 208,"Pappas, Andrea",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
COMM 166 (51589),News and Democracy,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWF 09:15 AM - 10:20am,HEAFEY 225,"Raphael, Charles H",5.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 38 (50397),Intro to Asian-American Lit,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 09:15 AM - 10:20am,KENNA 107,"Chen, Lilly",4.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ENGL 169A (50392),"Women, Literature and Theory","American Studies (Pathway), Gender, Sexuality & the Body (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 02:00 PM - 3:40pm,OCONR 105,"Edelstein, Marilyn J",5.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51620),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 5 (51621),Intro Study of Race/Ethnic US,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 11:45 AM - 12:50pm,DOWD 108,"Griffin, Allia Ida",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (50443),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWF 01:00 PM - 2:05pm,ALAM 101,"Hughes, Sakina",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 30 (51455),Intro to African Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 308,"Hazard, Anthony Q",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 40 (50437),Intro to Asian Amer Studies,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 08:30 AM - 10:10am,KENNA 109,"Lai, James S",4.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 153 (50442),Minority Politics in the US,"American Studies (Pathway), Democracy (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",TR 12:10 PM - 1:50pm,KENNA 212,"Lai, James S",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (50448),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",T 06:00 PM - 9pm,KENNA 109,"Moles, Kathryn Rose Sharie",5.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 60 (51633),Race & Immigration in the US,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",MWF 10:30 AM - 11:35am,OCONR 205,"Gomez, Sonia",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 72 (51634),Civil War Era,"American Studies (Pathway), Democracy (Pathway), Paradigm Shifts (Pathway), Diversity",MWF 09:15 AM - 10:20am,MDF 119,"Gudgeirsson, Megan Elizabeth",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50480),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 10:30 AM - 11:35am,KENNA 109,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 84 (50471),US Women's History,"American Studies (Pathway), Beauty (Pathway), Gender, Sexuality & the Body (Pathway), Law & Social Justice (Pathway), Leading People, Org & Soc Chng (Pathway), Paradigm Shifts (Pathway), Sustainability (Pathway), Diversity",MWF 11:45 AM - 12:50pm,KENNA 304,"Unger, Nancy C",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
HIST 96A (50475),US to 1877,"American Studies (Pathway), Democracy (Pathway), Civic Engagement, Diversity",TR 12:10 PM - 1:50pm,HEAFEY 225,"Wigmore, Gregory Stephen",4.00
