CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS
ETHN 152 (46024),Multi-Racial Identities,"American Studies (Pathway), Leading People, Org & Soc Chng (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWR 01:34 AM - 1:35am,ONLINE,"Nanda, Aparajita",5.00
ETHN 152 (46024),Multi-Racial Identities,"American Studies (Pathway), Leading People, Org & Soc Chng (Pathway), Race Place & Soc Inequalities (Pathway), Diversity",MWR 01:34 AM - 1:35am,ONLINE,"Nanda, Aparajita",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
ETHN 166 (46025),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46098),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:40 AM - 1:41am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
POLI 1 (46042),Introduction to U.S. Politics,"American Studies (Pathway), Democracy (Pathway), Civic Engagement",MWR 01:56 AM - 1:57am,ONLINE,"Harrigan, Matthew Thomas",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46106),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 01:56 AM - 1:57am,ONLINE,"Lampley, Karl Willie",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 51 (46048),Religion in America,"American Studies (Pathway), Religion Theology & Culture 2",MWR 02:08 AM - 2:09am,ONLINE,"Drescher, Elizabeth",4.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
RSOC 184 (46050),Race & Religion in U.S.,"American Studies (Pathway), Race Place & Soc Inequalities (Pathway), Religion Theology & Culture 3",MWR 01:36 AM - 1:37am,ONLINE,"Moles, Kathryn Rose Sharie",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
SOCI 157 (46112),Sociology of Family,"American Studies (Pathway), Children, Family, & Society (Pathway), Democracy (Pathway), Gender, Sexuality & the Body (Pathway), Civic Engagement",MWR 02:06 AM - 2:07am,ONLINE,"Chiaraluce, Cara Ann",5.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
WGST 15 (46117),Lit Am Women Writers of Color,"American Studies (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Diversity",MWR 01:20 AM - 1:21am,ONLINE,"Griffin, Allia Ida",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
MGMT 6 (46153),Business Ethics,"Applied Ethics (Pathway), Design Thinking (Pathway), Ethics, Partial Credit Civic Engagement",MWR 01:42 AM - 1:43am,ONLINE,"Jacobus, Laura Elizabeth",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 21A (46094),Introduction to Ethics,"Applied Ethics (Pathway), Ethics",MWR 01:36 AM - 1:37am,ONLINE,"Buckley, Brian J",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 25 (46035),Ethics in Society,"Applied Ethics (Pathway), Law & Social Justice (Pathway), Ethics",MWR 01:50 AM - 1:51am,ONLINE,"Yang, Eric Timothy",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
PHIL 29 (46095),Ethics and the Environment,"Applied Ethics (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Ethics",MWR 01:38 AM - 1:39am,ONLINE,"Chinn, Meilin Margaret",4.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
TESP 119B (46062),"Theol, Sex & Relationships B","Applied Ethics (Pathway), Beauty (Pathway), Religion Theology & Culture 3",MWR 02:28 AM - 2:29am,ONLINE,"Soto, Jean",5.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
ARTS 74 (46007),Basic Digital Imaging,"Beauty (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Arts",MWR 01:00 PM - 3:10pm,DOWD 302,"Alfe jr, Norman Michael",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
MUSC 10 (46032),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWR 01:00 PM - 3:10pm,ONLINE,"Schultz, Carl Arther",4.00
CHST 75 (46011),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWR 01:08 AM - 1:09am,ONLINE,"Day, Elizabeth B",4.00
